PoTAMOGETON PECTINATUS
Trifolium subterraneum
Lepidium perfoliatum
Lysimachia evalvis
Jasminum abyssinicum
Miltonia Candida
STIPA MICRANTHA
Hermione deficiens
Brevoortia Ida-maia
Phlomis Herba-venti
MEGACLINIUM PLATYRHACHIS
Stapelia campanulata
Protea Cordifolia
Oncidium chrysorhapis
Lotus uliginosus
Schismatoglottis neoguineensis
Lycopodium lepidophyllum
Thalictrum angustifolium
SoLANUM nigrum
Atriplex hastata
Saponaria illyrica
Aporuellia versicolor
LITHOSPERMUM OFFICINALE
Verbesina alata
POTAMOGETON OBLONGUS
Luisia microptera
Lathyrus montanus
Erica penicilliformis
Sison segetum
Kleinia fulgens
PULMONARIA ANGUSTIFOLIA
Acaena affinis
Westringia cinerea
LOTUS CORNICULATUS
Pterospartum lasianthum
FESTUCA bromoides
Pteris reducta
Apera spica-venti
Lythrum virgatum
Anarrhinum bellidifolium
Aristea pauciflora
Serpicula verticillata
Marrubium apulum
Mimulus luteus
NOTHOFAGUS CUNNINGHAMII
Malva italica
Urera Batesii
Phytolacca dioica
Mimusops decipiens
RHODODENDRON orbiculare
Calamintha arvensis
LiNUM catharticum
Mespilus odoratissima
Erica Tetralix
Iris sibirica
Pseudocarapa Championii
Helipterum splendidum
Balbisia elongata
Calamagrostis STRICTA
Anisophyllea tomentosa
Neo-urbania adendrobium
ROSA OMISSA
Alphitonia Moluccana
Erodium malacoides
SERRATULA alpina
Kennedia monophylla
Alsine dunensis
Scandix pecten-veneris
Gardenia curvata
Ononis ramosissima
Solanum indicum
Cynanchum viminale
SCHOENUS nigricans
Calamintha montana
Careya herbacea
Porophyllum scoparium
Bulbine semibarbata
Lankesteria elegans
Gamoplexis Orobanchoides
Rumex aquaticus
Bulbophyllum Hamelinii
Rubus corylifolius
Cypripedium philippinense
ROSA ELLIPTICA
Adiantum Cantoniense
Chrysanthemum Tricolor
Taxodium microphyllum
Eugenia fragrans
AGRIMONIA Eupatoria
Otomeria Batesii
Polygala sibirica
Phleum nodosum
Indigofera psammotropha
Rubus discolor
Iris foetidissima
Salix carinata
Eupatorium Dalea
Salvinia hastata
Mesadenia tuberosa
FuMARIA CAPREOLATA
Dodartia orientalis
Arbutus uva-ursi
Festuca fluitans
Halimus portulacoides
Leptodermis pulchella
Pyrus Cydonia
Chlidanthus Cumingii
Rosa pimpinellifolia
Exacum bellum
Poa macrantha
Heterodon superbus
Erucastrum Pollichii
HYACINTHUS orientalis
Coriandrum sativum
Lantana Sellowiana
Cineraria maritima
Cyathea regia
Asparagus officinalis
Cousinia submutica
Rubus spectabilis
Hemizonia pungens
Epipactis africana
Pancratium rotatum
JuNcus TENUIS
Boehmeria nivea
Salmea grandiceps
Crinum Bakeri
Jeffersonia diphylla
Habenaria ruwenzoriensis
CoNCHiUM trifurcatum
Lotus glaucus
Butea frondosa
Antirrhinum orontium
Brunia cupressina
LiTHosPERMUM ARVENSE
Scilla pusilla
Euphorbia daphnoides
Curroria decidua
Cyperus mucronatus
SANGUISORBA officinalis
Hyoscyamus vulgaris
Taxus hibernica
Menispermum laurifolium
Verbena Aubletia
Gaillonia tinctoria
Blaeria flava
Alcea rufescens
Achillea odorata
Rhipsalis parasitica
TuLiPA sYLVESTRis
Alsine uliginosa
Ophrys monophyllos
salvia longistyla
Phleum commutatum
HYPERICUM montanum
Agave vivipara
Dipsacus Fullonum
Oxytropis campestris
Ctenium elegans
Byttneria nitidula
Litolobium punctilobulum
Xylobium squalens
Sideroxylon oblanceolatum
Platanus orientalis
Lonicera Caprifolium
Quercus virens
Leea gigantea
Withania somnifera
Pteris caudata
GLADIOLUS carinatus
Ferdinandusa elliptica
Primula bullata
IRIS SPECULATRIX
Papaya vulgaris
Anthyllis Vulneraria
VALERIANA montana
Chamaecistus serpyllifolius
Ophiopogon Japonicus
Saxifraga globulifera
Potamogeton rutilus
Uncaria acida
IXIA incarnata
Rumex maderensis
Teucrium canadense
Cerastium vulgare
Cnicus lanceolatus
Stangeria paradoxa
Ixora blanda
Pseudathyrium alpestre
ROSA rubella
Empetrum nigrum
Dahlia imperialis
Phyllanthus Hakgalensis
Fuchsia thymifolia
Lilium carolinianum
Cotyledon altera
Calystegia Sepium
Brassica rapa
Cucurbita Pepo
Crambe orientalis
Decabelone Barklyi
MONARDELLA macrantha
Nepeta Glechoma
Veronica rupestris
Tolpis crinita
Sipanea Trianae
Hieracium aureum
Antholyza aethiopica
Leptospermum perforatum
CicENDiA MicROPHYLLA
Asplenium septentrionale
Ranunculus Pratensis
Malva minoricensis
CURCULIGO orchioides
Cepa alba
Erysimum lanceolatum
Galium glaucum
Audouinia capitata
Aster Thomsonii
Caraguata sanguinea
Polygala myrtifolia
CONVALLARIA japonica
Brachyactis chinensis
Andropogon furcatus
Lycopodium serratum
Gnaphalium dioicum
Veronica montana
GALIUM spurium
Cuscuta Trifolii
Melilotus messanensis
Clematis graveolens
Rhus Toxicodendron
Draba Aizoides
Agrostis alpina
thrincia taraxacoides
ERIOPHORUM vaginatum
Pulicaria Phillipsiae
Mimulus guttatus
Orobanche picridis
Azalea viscosa
Saxifraga Veitchiana
Vanda teres
PoGONiA Barklyana
Protea marginata
Scirpus glaucus
Nigella integrifolia
Fumaria parviflora
Alsine tenuifolia
Tecoma Ricasoliana
Acacia Nemu
OLEARIA Haastii
Tephrosia canescens
Pinus Bungeana
Knightia excelsa
Atriplex littoralis
Primula hirsuta
Tetragonolobus siliquosus
Rubia peregrina
Conospermum reticulatum
Limonium Anglicum
Urtica Dodartii
Calophyllum edule
Centaurea Behen
Ligustrum Phillyrea
BRACHYSEMA aphyllum
Silene Vespertina
RANUNCULUS spicatus
Gongora armeniaca
SciRPUs supiNus
Salix damascena
PSEUDATHYRIUM FLEXILE
Siphonoglossa Nummularia
Lythrum alatum
Gnidia simplex
HYOSCYAMUS NIGER
Catabrosa antarctica
Browallia grandiflora
Samolus Valerandi
Carex Vahlii
Calamintha grandiflora
Leurocline lithospermoides
Linum gallicum
Ornithogalum speciosum
Anthyllis erinacea
ARENARIA montana
Acacia filicina
Apios Americana
Isoetes riparia
Veronica buxbaumii
HEMEROCALLIS japonica
Kobresia scirpina
Ficus punctata
Scilla acaulis
Thesium humifusum
Melica picta
Gloriosa Abyssinica
SoPUBiA sTRicTA
Gardenia Taitensis
Utricularia sanguinea
Paspalum exile
Muxiria utilis
Hedypnois biennis
Lolium arvense
Betonica Grandiflora
Saxifraga nigroglandulosa
Statice Caspia
Carex helodes
Pontederia aquatica
Aristida prodigiosa
PoTENTiLLA ARGENTEA
Legousia hybrida
CLEMATIS reticulata
Licania robusta
Crassula campestris
Dolia vermiculata
Ophrys vespifera
Parkinsonia ACULEATA
Cyrtandra peltata
CaRDAMINE CHILENSIS
Solanum tuberosum
Eryngium foetidum
Modecca nicobarica
Cycnium erectum
Asperugo procumbens
Pyrus malus
LATHYRUS splendens
Arenaria norvegica
Vitis bryoniifolia
ASPLENIUM Hemionitis
Lysimachia thyrsiflora
Aspidium rigidum
Cactus truncatus
Centaurea macrocephala
Monardella macrantha
Salix amygdalina
Pterygodium volucris
Narcissus serotinus
Boerhavia diffusa
Pimpinella major
Iris tuberosa
Berberis nervosa
Diclis petiolaris
Delphinium Staphisagria
PHYTOLACCA decandra
Crataegus orientalis
LYCHNIS dioica
Pinguicula lusitanica
ToRiLis Anthriscus
PLECTRANTHUS coleoides
Liparis pectinata
Radiola millegrana
Pouzolzia indica
Clandestina rectiflora
Pentatropis officinalis
Davallia Blumeana
Hieracium stipitatum
Gethyllis longistyla
Blitum virgatum
Teramnus uncinatus
Matthiola maderensis
Asplenium normale
Tradescantia tuberosa
Agrostemma Flos-Jovis
Gnaphalium Margaritaceum
Lathyrus tuberosus
Bletia verecunda
LuzuLA piLosA
SMILACINA borealis
Erodium cicutarium
Caucalis orientalis
Mentha sylvestris
Scandix odorata
Stipa tortilis
Epidendrum Stanhopeanum
Circaea Lutetiana
Thunbergia grandiflora
Eragrostis megastachya
Canthium lucidum
Campylotropis Howellii
Pescatoria lamellosa
Polemonium flavum
Styloglossum nervosum
IsoETEs LACusTRis
DATURA chlorantha
Scorzonera purpurea
Rapanea guianensis
Pterostylis concinna
Silene latifolia
Lloydia alpina
Pyrus communis
Antirrhinum purpureum
Stellaria umbrosa
Ophrys muscifera
Centaurea americana
Adesmia karraikensis
Chelidonium laciniatum
Acacia Catechu
Ficus exasperata
Avicennia resinifera
Microcala filiformis
LILIUM CONVALLIUM
Lepigonum glandulosum
Artemisia tridentata
Serratula quinquefolia
Papaver radicatum
Sterculia laurifolia
Hypoxis monophylla
GLADIOLUS ochroleucus
Dracontium gigas
Belmontia grandis
Symplocos Curtisii
Melianthus comosus
NARCISSUS Jonquilla
Pogostemon Wattii
Coryanthes macrantha
Phytolacca decandra
Kaempferia rotunda
Olea latifolia
Salix sordida
Olea excelsa
Lindleya mollis
Cichorium Endivia
Orobanche caerulea
Homalium Parkeri
Calceolaria flexuosa
Sideroxylon Argan
Euclea Eylesii
Panicum oryzoides
Monarda affinis
Ballota alba
Arenaria ciliata
Epimedium alpinum
Drosera macrantha
Peucedanum fraxinifolium
Hoya Guppyi
Fadogia humilis
Loranthus europaeus
Cyclamen latifolium
Cuscuta Gronovii
Tacazzea Bagshawei
JUSTICIA Betonica
Sedum serratum
Hyoscyamus niger
Meum Athamanticum
Hieracium Schmidtii
sedum glandulosum
Pavonia multiflora
Pisum arvense
Senecio crassifolius
lupinus nootkatensis
COELOGYNE SWANIANA
Salix nigricans
Rhododendron ceraceum
SoNCHUs PAUCiFLORus
Tillandsia utriculata
Inula squarrosa
SENECIO Jacobaea
DiPLospoRA FRUTicosA
Garrya elliptica
RUTA MACROPHYLLA
Banisteria Leona
Gymnema parvifolium
Tephrosia cinerea
Dryandra pteridifolia
ATRIPLEX portulacoides
Rosa simplicifolia
Pinus laricio
Amaranthus gangeticus
Nuytsia floribunda
Clintonia borealis
Newbouldia laevis
Marsdenia sinensis
HoRDEUM MURiNUM
Ferula tingitana
Asplenium difforme
Aristolochia grandiflora
Veronica saxatilis
Blysmus rufus
Sinapis Monensis
Watsonia plantaginea
Myrsine dependens
Lotus corniculatus
Veronica Anagallis
Rachicallis caracasana
LATHYRUS TUBEROSUS
Chuquiraga insignis
Anthurium Scherzerianum
Podanthes irrorata
Cristaria eriantha
Cardamine chilensis
Silene Tachtensis
Bauhinia variegata
Euphorbia systyla
Mimosa lutea
Pyrethrum Parthenium
Amoora Championii
Quisqualis indica
Hopea longifolia
Malva Alcea
Andropogon trichozygus
MENTHA CITRATA
Caballeria dependens
UAPACA cLusioiDEs
Gordonia Ceylanica
EPIPACTIS ATROVIRIDIS
Sidalcea campestris
Euphrasia grandiflora
Carpodontos lucida
Vanda Parishii
Desmodium acuminatum
Psophocarpus Mabala
Pardanthus dichotomus
Primula acaulis
Strobilanthes imbricata
Eucomis undulata
Allium rotundum
Trifolium repens
Potamogeton oblongus
Lamium Orvala
Salsola Kali
Orchis latifolia
Ilex latifolia
Abutilon hirtum
Geranium maritimum
Statice Caroliniana
Amelanchier vulgaris
SciRPus lacustris
Geum urbanum
Neptunia stolonifera
Draba pyrenaica
Cypripedium Petri
Astragalus Siculus
Zygopetalum Burkei
Atriplex Babingtonii
Botrychium lunaria
Drosera Anglica
CLEMATIS Vitalba
Doronicum Pardalianches
Alopecurus monspeliensis
Persicaria minor
Orobus procumbens
Juncus castaneus
Ferula nudicaulis
Ascarina polystachya
Alnus macrocarpa
STELLARIA media
Viola Deseglisei
Kniphofia modesta
Stelis Schomburgkii
FiMBRiSTYLis OBTUSIFOLIA
Asperula Cynanchica
Sison Podagraria
Iris nudicaulis
Hebenstretia fruticosa
Cupressus japonica
Cordia orientalis
Agrostis sciurea
Erica Vernix
Viola pedata
Dyckia leptostachya
AcTiNOCARPus Damasonium
Sedum minus
Saccolabium Berkeleyi
Trifolium leucanthum
Betula glutinosa
Vicia tenuifolia
Potentilla tridentata
Cycnoches ventricosum
Salvia verticillata
Cornus Florida
Saxifraga platypetala
Orobanche major
Arundo stricta
Cytisus laburnum
Vicia Bithynica
Poa nevadensis
Cirsium Anglicum
Viola Lyallii
EQUISETUM fluviatile
Brizopyrum spicatum
Hieracium cryptanthum
Myrica trifoliata
JUSTICIA echioides
Telfairia pedata
Crotalaria purpurea
Scandix pecten-Veneris
Daphne Genkwa
MARRUBIUM vulgare
Pteris Wallichiana
Oldenlandia decumbens
Sapium sceleratum
AmARANTHUS Blitum
Pilularia GLOBULiFERA
Kiggelaria africana
Placus Solandri
Cineraria tussilaginoides
Canthium latifolium
Collomia grandiflora
HIERACIUM alpinum
Glyceria aquatica
Tagetes minuta
Galium palustre
Iberis amara
Staavia globosa
Blitum capitatum
Farsetia prostrata
Euonymus Americanus
Cupania lucens
Ephedra vulgaris
Potamogeton praelongus
Cenchrus tribuloides
Coelogyne corymbosa
Radiola linoides
Phegopteris phegopteris
Sagitta major
Manihot anisophylla
Chelone formosa
Erophila brachycarpa
Scrophularia vernalis
Pinardia coronaria
Anthurium brevilobum
CoRONiLLA scANDENS
Lepidium campestre
IMPATIENS Holstii
Genista Winkleri
Trochetia pentaglossa
Epidendrum Pseudepidendrum
Brassica campestris
Asplenium trichomanes
Grewia nitida
BOERHAVIA erecta
Solanum botryophorum
GALIUM verum
Senecio Jacquinianus
Helichrysum rupestre
Thymus Sibthorpii
RUMEX ACETOSELLA
Geophila herbacea
PRUNUS PENDULA
Sedum glandulosum
Gabunia Dorotheae
Stapelia cylindrica
Corbularia monophylla
Dryopteris Filix-mas
Mandevilla suaveolens
Phacelia hirsuta
Geonoma corallifera
Euphorbia Montereyana
Cynanchum monspeliacum
ANTHOLYZA Cunonia
Acrostichum Thelypteris
Orchis hircina
Potamogeton natans
Ixia parviflora
Hieracium anfractiforme
Geranium sylvaticum
Gouldia axillaris
Ochradenus Aucheri
Ormenis nobilis
Metrodorea nigra
Sloanea Macbrydei
Cynoglossum amabile
Polypodium tenuisectum
Lastrea crenata
Veronica Tournefortii
Thymus filiformis
Scorzonera racemosa
Ranunculus acris
Pitcairnia Andreana
habenaria viridis
appendicula alba
Physalis pubescens
Lilium pyrenaicum
Hypericum fragile
Streblus asper
Hibiscus tiliaceus
Daucus muricatus
ANTIRRHINUM Linaria
Rhododendron Shepherdii
Cephaelis hexamera
Ardisia pusilla
Drypetes Gossweileri
Thea salicifolia
Protea Mucronifolia
Viola arenaria
Secale Cereale
PYROLA ROTUNDIFOLIA
Brassica Monensis
Pterocaulon Bojeri
Croton Tiglium
Aristella bromoides
Galeopsis ladanum
Stellaria scapigera
Aegilops ventricosa
Pyrola grandiflora
Limonium lychnidifolium
Satureja MONTANA
Bignonia Guarume
Cerastium semidecandrum
Gongora gratulabunda
Salix phylicifolia
Oreodaphne Kavaiensis
Potentilla Anserina
Cyperus tuberosus
Lomaria eriopus
Volutella aphylla
Thrixspermum indusiatum
Stipa micrantha
Phaseolus trilobatus
ANTIRRHINUM Orontium
Digitalis lutea
Colignonia biumbellata
Lagerstroemia indica
Pretrea zanguebarica
TROLLIUS CHINENSIS
Gleichenia glauca
Cartonema tenue
Malaxis Paludosa
Euryomyrtus alpina
Ceropegia Talbotii
CYSTOPTERIS FRAGILIS
Genista triacanthos
Bergera Koenigii
DRACAENA bicolor
Pyrola minor
Nephrodium pectinatum
Tecoma radicans
Gladiolus carinatus
Beilschmiedia chinensis
Potamogeton plantagineus
GLADIOLUS COMMUNIS
Lloydia serotina
Montia minor
Rhodiola Rosea
Cordyla discolor
Lomaria microbasis
Lepidium spinosum
Parnassia oreophila
THALICTRUM flavum
CHENOPODIUM hybridum
Calamus australis
Veronica triphyllos
Vulpia geniculata
COLEONEMA PULCHRUM
ALOPECURUS fulvus
lychnis dioica
Lonicera glabrata
Ascolepis anthemiflora
Cypripedium humile
Cercis siliquastrum
gussoNEA coRNUTA
Rhigozum obovatum
Panicum glaucum
Pittosporum pauciflorum
rhipsalis sarmentacea
Thymus Serpyllum
Plectranthus barbatus
Oxalis lobata
MONOTROPA HYPOPITYS
Sarcochilus biserratus
Carpinus betulus
LoNiCERA Periclymenum
Podophyllum diphyllum
Phleum asperum
Brassica Nigra
Poa compressa
Gymnadenia pinguicula
Campanula scabrella
Salix arenaria
Bromus Madritensis
Carex paradoxa
Hacquetia Epipactis
Hypoestes toroensis
Carthamus tinctorius
Cephalaria balearica
Clematis Florida
AsPLENiuM Trichomanes
Scirpus hudsonianus
CARDAMINE LATIFOLIA
Lygodesmia juncea
Oxyria digyna
Convallaria Polygonatum
Lonicera Symphoricarpos
Poa imbecilla
Gaillardia bicolor
Adiantum radiatum
Nicolsonia cayennensis
Impatiens Noli-me-tangere
Narcissus Tazetta
Neottia minor
Lobelia rosulata
Maackia honanensis
Echium fastuosum
Lepidium hirsutum
Mitrasacme alsinoides
Parietaria lusitanica
Crassula indica
SCUTELLARIA Ventenatii
Leontodon Taraxacum
Hypoestes leptostegia
Solanum carense
Salix cinerea
Viola Patrinii
Cryptocarya crassifolia
Lepidium incisum
Colletia discolor
HoLCUs mollis
Lonicera implexa
Eumorphia sericea
CRYPTOSTEGIA madagascariensis
Chamaedorea elegans
Cladrastis Tashiroi
Euphrasia Kerneri
TRIFOLIUM pratense
Plantago Alpina
Thelypodium amplifolium
Steenhammera maritima
Utricularia intermedia
Abutilon depauperatum
Justicia vasculosa
Cornus Mas
Cycnoches Loddigesii
Pedicularis sylvatica
Vatica chinensis
Cucumis Hookeri
Orchis conopsea
Ludovia latifolia
Statice sareptana
Berzelia rubra
Picris Hieracioides
Polygonum vulgare
Triumfetta Welwitschii
BLECHNUM SPICANT
Solanum Wightii
Pitcairnia flavescens
HELIPTERUM splendidum
TRIFOLIUM fragiferum
Plumbago scandens
Bladhia japonica
Sedum spurium
Solanum rubrum
Stipa Aristella
HuMULUS Lupulus
Senna alata
Plantago patagonica
POPULUS TREMULA
VERBASCUM THAPSIFORME
Aristolochia Pistolochia
Adenostyles albifrons
Philodendron Williamsii
Alopecurus utriculatus
Stellaria dubia
CYNOGLOSSUM SYLVATICUM
Saxifraga Fortunei
Glyceria conferta
VICIA bithynica
IMPATIENS FLACCIDA
Leonotis Randii
Baptisia australis
CoMBRETUM Oatesii
PoTAMOGETON RUTiLus
Salix acuminata
Atriplex serrata
Dendrobium Curtisii
Trianthema sedifolium
Pinus Jeffreyi
Arabis petraea
Prunus humilis
Lythrum hyssopifolia
LiNARiA Cymbalaria
Xyris setigera
Kentia Belmoreana
Callirhoe triangulata
Tulipa gesneriana
DENDROBIUM nobile
Cassia fistula
Tylophora flava
Chenopodium Botrys
Anthriscus fumarioides
PRUNELLA LACINIATA
Clematis recta
Vellozia Candida
Diospyros Toposia
Polystachya simplex
Melampyrum nemorosum
Heracleum leucocarpum
Nepenthes Macfarlanei
Beaufortia decussata
Erigeron Canadensis
Bidens bullata
Setaria glauca
Eriospermum patentiflorum
Asplenium falcatum
Calligonum comosum
Potentilla sylvestris
PRIMULA elatior
ViciA SEPiUM
BUPLEURUM ARISTATUM
EPIDENDRUM Pseudepidendrum
Sorbus lancifolia
Nephrodium aemulum
Agave Henriquesii
Linaria simplex
Daucus Visnaga
Malva Durieui
Betula pendula
Eugenia Temu
HIERACIUM pulmonarium
Physalis edulis
Picea obovata
Eria uniflora
RANUNCULUS AQUATILIS
Corchorus hamatus
CicuTA VIROSA
Lantana annua
Apera Spica-venti
Artemisia argentea
Echium violaceum
Indigofera Dyeri
Pterostylis curta
Delphinium staphisagria
Borago officinalis
Euphrasia Salisburgensis
Digitalis Lanata
Hieracium orarium
AvENA PUBESCENS
Sanicula europaea
CONIUM maculatum
Mammillaria cornimamma
Palicourea caprifoliacea
CAMPANULA Rapunculus
Latania Loddigesii
Lonchocarpus sericeus
Edwardsia Macnabiana
Eulophia micrantha
Orchis PYRAMiDALis
Corchorus capsularis
Agapetes acuminata
Tiquilia brevifolia
Salix tetrasperma
Neottia Glandulosa
Arabis arenosa
Agallochum malaccense
HESPERIS inodora
Pimpinella villosa
Mercurialis ovata
Ribes inerme
Sedum Telephium
Heliophila Arabioides
Lathyrus Ochrus
Saponaria graeca
Cirsium arvense
SYRINGA Julianae
Arbutus mucronata
Verbascum Thapsus
Vesicaria arctica
Belantheria Belvisiana
IRIS GRANT-DUFFII
Haplocarpha Leichtlinii
Bowenia spectabilis
Asplenium resectum
POLYGONUM minus
Tilia microphylla
Smyrnium olusatrum
EUPHORBIA hiberna
Abies religiosa
Potentilla fruticosa
Rhamnus capensis
Orchis Morio
Illecebrum verticillatum
Parrya arctica
Lecythis grandiflora
Erodium Jacquinianum
Abutilon confertiflorum
Hebecladus biflorus
Triticum Spelta
Stellaria graminea
LAGURUS ovatus
HYPERICUM elodes
Dianthus Campestris
Persea azorica
Impatiens umbrosa
Muscari racemosum
Veronica fruticans
Onosma frutescens
Secale cereale
Parasia grandis
Veronica commutata
Galium fruticescens
NEUWIEDIA Lindleyi
Arenaria cypria
Asclepias fallax
Laserpitium prutenicum
Salvia verbenaca
Anagallis aquatica
COCHLEARIA officinalis
Centaurea nigra
Pilea Hollickii
IMPATIENS auricoma
Popowia parvifolia
Myrtus obcordata
Primula Integrifolia
Helichrysum frigidum
GENTiANA PNEUMONANTHE
Proustia pungens
Thalictrum Fortunei
Aquilaria Agallocha
Osyris alba
Yucca aloifolia
AiRA ALPiNA
Cotyledon papillosa
Aspidium Lonchitis
Polypogon monspeliensis
RuMEx ANGIOCARPUS
Billbergia pallescens
Pteris laciniata
Aspidium Thelypteris
Blakea trinervia
Indigofera leptosepala
Lonicera periclymenum
Alsine tenuis
Achyranthes porrigens
Lamium intermedium
THUNBERGIA Harrisii
Primula chrysopa
Trochomeria Madagascariensis
Phagnalon rupestre
Helminthia echioides
Catalpa Syringifolia
Paspalum anemotum
Alcea schirazana
Salvia ceratophylloides
Conyza major
Carum Petroselinum
Arundo Phragmites
Atragene Alpina
Holubia saccata
Canthium Kitsoni
Melica scabrosa
STIPA pennata
Smilax glauca
Alectra gracilis
Weinmannia floribunda
Luzula sylvatica
Salsola caffra
Erica sicula
Arbutus unedo
Lissochilus affinis
Kitchingia amplexicaulis
Hibiscus saxatilis
Eulophia streptopetala
Senecio incanus
Briza major
Gongora similis
Thlaspi neglectum
BRASSICA Rapa
Crepis praemorsa
EUCOMIS regia
GALIUM boreale
Caprifolium pubescens
Pinus halepensis
Lathyrus ochrus
Origanum Dictamnus
Cephalanthera pallens
Nuttallia digitata
Butonica samoensis
Vitis erythrodes
Cardamine flexuosa
Scirpus caricis
Schizoglossum pachyglossum
Vernonia pterocaulon
Cardamine bracteata
Tacsonia mollissima
ViciA SYLVATicA
Ranunculus trichophyllus
DoLicHos umbellatus
Sedum dasyphyllum
Poa laxa
Arabis thaliana
Oncosperma cambodianum
Malva ribifolia
Erythraea diffusa
Arctostaphylos uva-ursi
